### LOVD-version 3000-020 ### Full data download ### To import, do not remove or alter this header ###
# charset = UTF-8

## Genes ## Do not remove or alter this header ##
{{id}}	{{name}}	{{chromosome}}	{{chrom_band}}	{{refseq_genomic}}	{{refseq_UD}}	{{id_hgnc}}	{{id_entrez}}	{{id_omim}}
"TMEFF2"	"transmembrane protein with EGF-like and two follistatin-like domains 2"	"2"	"q32.3"	"NC_000002.11"	"UD_144478348826"	"11867"	"23671"	"605734"
"TMEM2"	"transmembrane protein 2"	"9"	"q21.13"	"NC_000009.11"	"UD_144478349444"	"11869"	"23670"	"605835"
"TMEM8A"	"transmembrane protein 8A"	"16"	"p13.3"	"NC_000016.9"	"UD_144478349819"	"17205"	"58986"	""
"TMEM8B"	"transmembrane protein 8B"	"9"	"p13.3"	"NC_000009.11"	"UD_144478349949"	"21427"	"51754"	""
"TMEM8C"	"transmembrane protein 8C"	"9"	"q34.2"	"NC_000009.11"	"UD_144478350303"	"33778"	"389827"	"615345"
"TMEM9B"	"TMEM9 domain family, member B"	"11"	"p15.3"	"NC_000011.9"	"UD_144478350461"	"1168"	"56674"	""
"TMEM11"	"transmembrane protein 11"	"17"	"p11.1"	"NC_000017.10"	"UD_144478350737"	"16823"	"8834"	""
"TMEM14A"	"transmembrane protein 14A"	"6"	"p12.3"	"NC_000006.11"	"UD_144478351037"	"21076"	"28978"	""
"TMEM14B"	"transmembrane protein 14B"	"6"	"p25.1-p23"	"NC_000006.11"	"UD_144478351274"	"21384"	"81853"	""
"TMEM14C"	"transmembrane protein 14C"	"6"	"p24.1"	"NC_000006.11"	"UD_144478351655"	"20952"	"51522"	"615318"
"TMEM17"	"transmembrane protein 17"	"2"	"p15"	"NC_000002.11"	"UD_144478352020"	"26623"	"200728"	"614950"
"TMEM18"	"transmembrane protein 18"	"2"	"p25.3"	"NC_000002.11"	"UD_144478352263"	"25257"	"129787"	"613220"
"TMEM19"	"transmembrane protein 19"	"12"	"q15"	"NC_000012.11"	"UD_144478352664"	"25605"	"55266"	""
"TMEM25"	"transmembrane protein 25"	"11"	"q23.3"	"NC_000011.9"	"UD_144478352862"	"25890"	"84866"	"613934"
"TMEM26"	"transmembrane protein 26"	"10"	"q21.3"	"NC_000010.10"	"UD_144478353340"	"28550"	"219623"	""
"TMEM30A"	"transmembrane protein 30A"	"6"	"q14.1"	"NC_000006.11"	"UD_144478353639"	"16667"	"55754"	"611028"
"TMEM30B"	"transmembrane protein 30B"	"14"	"q23.1"	"NC_000014.8"	"UD_144478354131"	"27254"	"161291"	"611029"
"TMEM31"	"transmembrane protein 31"	"X"	"q22.2"	"NC_000023.10"	"UD_144478354223"	"28601"	"203562"	""
"TMEM33"	"transmembrane protein 33"	"4"	"p14"	"NC_000004.11"	"UD_144478354304"	"25541"	"55161"	""
"TMEM37"	"transmembrane protein 37"	"2"	"q14.2"	"NC_000002.11"	"UD_144478354414"	"18216"	"140738"	""
"TMEM38A"	"transmembrane protein 38A"	"19"	"p13.11"	"NC_000019.9"	"UD_144478354655"	"28462"	"79041"	"611235"
"TMEM39B"	"transmembrane protein 39B"	"1"	"p35.1"	"NC_000001.10"	"UD_144478355074"	"25510"	"55116"	""
"TMEM40"	"transmembrane protein 40"	"3"	"p25.2"	"NC_000003.11"	"UD_144478355326"	"25620"	"55287"	""
"TMEM41A"	"transmembrane protein 41A"	"3"	"q27.2"	"NC_000003.11"	"UD_144478355710"	"30544"	"90407"	""
"TMEM42"	"transmembrane protein 42"	"3"	"p21.31"	"NC_000003.11"	"UD_144478356042"	"28444"	"131616"	""
"TMEM43"	"transmembrane protein 43"	"3"	"p25.1"	"LRG_435"	"UD_144478356208"	"28472"	"79188"	"612048"
"TMEM44"	"transmembrane protein 44"	"3"	"q29"	"NC_000003.11"	"UD_144478356342"	"25120"	"93109"	""
"TMEM44-AS1"	"TMEM44 antisense RNA 1"	"3"	"q29"	"NC_000003.11"	"UD_144478356597"	"44272"	"100507297"	""
"TMEM45A"	"transmembrane protein 45A"	"3"	"q12.2"	"NC_000003.11"	"UD_144478357297"	"25480"	"55076"	""
"TMEM45B"	"transmembrane protein 45B"	"11"	"q24.3"	"NC_000011.9"	"UD_144478357515"	"25194"	"120224"	""
"TMEM47"	"transmembrane protein 47"	"X"	"p11.4"	"NC_000023.10"	"UD_144478357676"	"18515"	"83604"	"300698"
"TMEM50A"	"transmembrane protein 50A"	"1"	"p36.11"	"NC_000001.10"	"UD_144478357800"	"30590"	"23585"	"605348"
"TMEM50B"	"transmembrane protein 50B"	"21"	"q22.1"	"NC_000021.8"	"UD_144478357968"	"1280"	"757"	""
"TMEM51"	"transmembrane protein 51"	"1"	"p36.21"	"NC_000001.10"	"UD_144478358105"	"25488"	"55092"	""
"TMEM52"	"transmembrane protein 52"	"1"	"p36.33"	"NC_000001.10"	"UD_144478358252"	"27916"	"339456"	""
"TMEM53"	"transmembrane protein 53"	"1"	"p34.1"	"NC_000001.10"	"UD_144478358610"	"26186"	"79639"	""
"TMEM54"	"transmembrane protein 54"	"1"	"p35-p34"	"NC_000001.10"	"UD_144478359087"	"24143"	"113452"	""
"TMEM55A"	"transmembrane protein 55A"	"8"	"q21.3"	"NC_000008.10"	"UD_144478359355"	"25452"	"55529"	"609864"
"TMEM55B"	"transmembrane protein 55B"	"14"	"q11.1"	"NC_000014.8"	"UD_144478359553"	"19299"	"90809"	"609865"
"TMEM57"	"transmembrane protein 57"	"1"	"p36.11"	"NC_000001.10"	"UD_144478359897"	"25572"	"55219"	"610301"
"TMEM59"	"transmembrane protein 59"	"1"	"p32.3"	"NC_000001.10"	"UD_144478360238"	"1239"	"9528"	""
"TMEM59L"	"transmembrane protein 59-like"	"19"	"p12"	"NC_000019.9"	"UD_144478360357"	"13237"	"25789"	""
"TMEM60"	"transmembrane protein 60"	"7"	"q11.23"	"NC_000007.13"	"UD_144478360557"	"21754"	"85025"	""
"TMEM61"	"transmembrane protein 61"	"1"	"p32.3"	"NC_000001.10"	"UD_144478360768"	"27296"	"199964"	""
"TMEM62"	"transmembrane protein 62"	"15"	"q15.2"	"NC_000015.9"	"UD_144478360955"	"26269"	"80021"	""
"TMEM63A"	"transmembrane protein 63A"	"1"	"q42.12"	"NC_000001.10"	"UD_144478361165"	"29118"	"9725"	""
"TMEM63B"	"transmembrane protein 63B"	"6"	"p21.1"	"NC_000006.11"	"UD_144478361464"	"17735"	"55362"	""
"TMEM64"	"transmembrane protein 64"	"8"	"q21.3"	"NC_000008.10"	"UD_144478361613"	"25441"	"169200"	""
"TMEM65"	"transmembrane protein 65"	"8"	"q24.13"	"NC_000008.10"	"UD_144478361759"	"25203"	"157378"	""
"TMEM68"	"transmembrane protein 68"	"8"	"q12.1"	"NC_000008.10"	"UD_144478362061"	"26510"	"137695"	""
"TMEM69"	"transmembrane protein 69"	"1"	"p34.1"	"NC_000001.10"	"UD_144478362328"	"28035"	"51249"	""
"TMEM72"	"transmembrane protein 72"	"10"	"q11.21"	"NC_000010.10"	"UD_144478362585"	"31658"	"643236"	""
"TMEM72-AS1"	"TMEM72 antisense RNA 1"	"10"	"q11.21"	"NC_000010.10"	"UD_144478362701"	"27349"	"220980"	""
"TMEM74B"	"transmembrane protein 74B"	"20"	"p13"	"NC_000020.10"	"UD_144478363093"	"15893"	"55321"	""
"TMEM81"	"transmembrane protein 81"	"1"	"q32.1"	"NC_000001.10"	"UD_144478363914"	"32349"	"388730"	""
"TMEM86B"	"transmembrane protein 86B"	"19"	"q13.42"	"NC_000019.9"	"UD_144478364083"	"28448"	"255043"	""
"TMEM87A"	"transmembrane protein 87A"	"15"	"q15.1"	"NC_000015.9"	"UD_144478364290"	"24522"	"25963"	""
"TMEM87B"	"transmembrane protein 87B"	"2"	"q13"	"NC_000002.11"	"UD_144478364470"	"25913"	"84910"	""
"TMEM88"	"transmembrane protein 88"	"17"	"p13.1"	"NC_000017.10"	"UD_144478364666"	"32371"	"92162"	""
"TMEM88B"	"transmembrane protein 88B"	"1"	"p36.33"	"NC_000001.10"	"UD_144478364753"	"37099"	"643965"	""
"TMEM89"	"transmembrane protein 89"	"3"	"p21.31"	"NC_000003.11"	"UD_144478364934"	"32372"	"440955"	""
"TMEM91"	"transmembrane protein 91"	"19"	"q13.2"	"NC_000019.9"	"UD_144478365138"	"32393"	"641649"	""
"TMEM92"	"transmembrane protein 92"	"17"	"q21.33"	"NC_000017.10"	"UD_144478365438"	"26579"	"162461"	""
"TMEM95"	"transmembrane protein 95"	"17"	"p13.1"	"NC_000017.10"	"UD_144478365574"	"27898"	"339168"	""
"TMEM97"	"transmembrane protein 97"	"17"	"q11.2"	"NC_000017.10"	"UD_144478365682"	"28106"	"27346"	"612912"
"TMEM98"	"transmembrane protein 98"	"17"	"q11.2"	"NG_034264.1"	"UD_144478365777"	"24529"	"26022"	"615949"
"TMEM99"	"transmembrane protein 99"	"17"	"q21.2"	"NG_033147.1"	"UD_144478366108"	"28305"	"147184"	""
"TMEM100"	"transmembrane protein 100"	"17"	"q23.1"	"NC_000017.10"	"UD_144478366285"	"25607"	"55273"	"616334"
"TMEM101"	"transmembrane protein 101"	"17"	"q21.31"	"NC_000017.10"	"UD_144478366482"	"28653"	"84336"	""
"TMEM102"	"transmembrane protein 102"	"17"	"p13.1"	"NC_000017.10"	"UD_144478366610"	"26722"	"284114"	"613936"
"TMEM105"	"transmembrane protein 105"	"17"	"q25.3"	"NC_000017.10"	"UD_144478366831"	"26794"	"284186"	""
"TMEM106A"	"transmembrane protein 106A"	"17"	"q21.31"	"NC_000017.10"	"UD_144478367023"	"28288"	"113277"	""
"TMEM106C"	"transmembrane protein 106C"	"12"	"q13.1"	"NC_000012.11"	"UD_144478367459"	"28775"	"79022"	""
"TMEM107"	"transmembrane protein 107"	"17"	"p13.1"	"NC_000017.10"	"UD_144478367595"	"28128"	"84314"	"616183"
"TMEM108"	"transmembrane protein 108"	"3"	"q22.1"	"NC_000003.11"	"UD_144478367895"	"28451"	"66000"	""
"TMEM109"	"transmembrane protein 109"	"11"	"q12.2"	"NC_000011.9"	"UD_144478368403"	"28771"	"79073"	""
"TMEM110"	"transmembrane protein 110"	"3"	"p21.1"	"NC_000003.11"	"UD_144478368692"	"30526"	"375346"	""
"TMEM115"	"transmembrane protein 115"	"3"	"p21.31"	"NC_000003.11"	"UD_144478369383"	"30055"	"11070"	"607069"
"TMEM116"	"transmembrane protein 116"	"12"	"q24.13"	"NC_000012.11"	"UD_144478369528"	"25084"	"89894"	""
"TMEM119"	"transmembrane protein 119"	"12"	"q23.3"	"NC_000012.11"	"UD_144478370161"	"27884"	"338773"	""
"TMEM120A"	"transmembrane protein 120A"	"7"	"q11.23"	"NC_000007.13"	"UD_144478370355"	"21697"	"83862"	"616550"
"TMEM121"	"transmembrane protein 121"	"14"	"q32.33"	"NC_000014.8"	"UD_144478370529"	"20511"	"80757"	""
"TMEM123"	"transmembrane protein 123"	"11"	"q22.1"	"NC_000011.9"	"UD_144478370682"	"30138"	"114908"	"606356"
"TMEM125"	"transmembrane protein 125"	"1"	"p34.2"	"NC_000001.10"	"UD_144478370884"	"28275"	"128218"	""
"TMEM126A"	"transmembrane protein 126A"	"11"	"q14.1"	"NG_017157.1"	"UD_144478371114"	"25382"	"84233"	"612988"
"TMEM126B"	"transmembrane protein 126B"	"11"	"q14.1"	"NC_000011.9"	"UD_144478371310"	"30883"	"55863"	"615533"
"TMEM127"	"transmembrane protein 127"	"2"	"q11.2"	"LRG_528"	"UD_144478371407"	"26038"	"55654"	"613403"
"TMEM128"	"transmembrane protein 128"	"4"	"p16.3"	"NC_000004.11"	"UD_144478371497"	"28201"	"85013"	""
"TMEM129"	"transmembrane protein 129, E3 ubiquitin protein ligase"	"4"	"p16.3"	"NC_000004.11"	"UD_144478371644"	"25137"	"92305"	"615975"
"TMEM130"	"transmembrane protein 130"	"7"	"q22.1"	"NC_000007.13"	"UD_144478371823"	"25429"	"222865"	""
"TMEM131"	"transmembrane protein 131"	"2"	"q11.2"	"NC_000002.11"	"UD_144478372023"	"30366"	"23505"	"615659"
"TMEM132A"	"transmembrane protein 132A"	"11"	"q12.2"	"NC_000011.9"	"UD_144478372225"	"31092"	"54972"	""
"TMEM132B"	"transmembrane protein 132B"	"12"	"q24.31"	"NC_000012.11"	"UD_144478372372"	"29397"	"114795"	""
"TMEM132E"	"transmembrane protein 132E"	"17"	"q12"	"NC_000017.10"	"UD_144478372658"	"26991"	"124842"	"616178"
"TMEM133"	"transmembrane protein 133"	"11"	"q22.1"	"NC_000011.9"	"UD_144478372845"	"24033"	"83935"	""
"TMEM136"	"transmembrane protein 136"	"11"	"q23.3"	"NC_000011.9"	"UD_144478373497"	"28280"	"219902"	""
"TMEM141"	"transmembrane protein 141"	"9"	"q34.3"	"NC_000009.11"	"UD_144478374127"	"28211"	"85014"	""
"TMEM143"	"transmembrane protein 143"	"19"	"q13.32"	"NC_000019.9"	"UD_144478374383"	"25603"	"55260"	""
"TMEM144"	"transmembrane protein 144"	"4"	"q32.1"	"NC_000004.11"	"UD_144478374766"	"25633"	"55314"	""
"TMEM145"	"transmembrane protein 145"	"19"	"q13.2"	"NC_000019.9"	"UD_144478375033"	"26912"	"284339"	""
"TMEM150B"	"transmembrane protein 150B"	"19"	"q13.42"	"NC_000019.9"	"UD_144478375380"	"34415"	"284417"	""
"TMEM151A"	"transmembrane protein 151A"	"11"	"q13.2"	"NC_000011.9"	"UD_144478375680"	"28497"	"256472"	""
"TMEM151B"	"transmembrane protein 151B"	"6"	"p21.1"	"NC_000006.11"	"UD_144478375846"	"21315"	"441151"	""
"TMEM154"	"transmembrane protein 154"	"4"	"q31.3"	"NC_000004.11"	"UD_144478375999"	"26489"	"201799"	""
"TMEM155"	"transmembrane protein 155"	"4"	"q27"	"NC_000004.11"	"UD_144478376217"	"26418"	"132332"	""
"TMEM156"	"transmembrane protein 156"	"4"	"p14"	"NC_000004.11"	"UD_144478376535"	"26260"	"80008"	""
"TMEM158"	"transmembrane protein 158 (gene/pseudogene)"	"3"	"p21.31"	"NC_000003.11"	"UD_144478376786"	"30293"	"25907"	""
"TMEM159"	"transmembrane protein 159"	"16"	"p12.2"	"NC_000016.9"	"UD_144478376948"	"30136"	"57146"	"611304"
"TMEM160"	"transmembrane protein 160"	"19"	"q13.32"	"NC_000019.9"	"UD_144478377423"	"26042"	"54958"	""
"TMEM161A"	"transmembrane protein 161A"	"19"	"p13.11"	"NC_000019.9"	"UD_144478377634"	"26020"	"54929"	""
"TMEM161B"	"transmembrane protein 161B"	"5"	"q14.3"	"NC_000005.9"	"UD_144478377786"	"28483"	"153396"	""
"TMEM163"	"transmembrane protein 163"	"2"	"q21.3"	"NC_000002.11"	"UD_144478378170"	"25380"	"81615"	""
"TMEM164"	"transmembrane protein 164"	"X"	"q22.3"	"NC_000023.10"	"UD_144478378420"	"26217"	"84187"	""
"TMEM167A"	"transmembrane protein 167A"	"5"	"q14.2"	"NC_000005.9"	"UD_144478378905"	"28330"	"153339"	""
"TMEM167B"	"transmembrane protein 167B"	"1"	"p13.3"	"NC_000001.10"	"UD_144478379107"	"30187"	"56900"	""
"TMEM168"	"transmembrane protein 168"	"7"	"q31.32"	"NC_000007.13"	"UD_144478379271"	"25826"	"64418"	""
"TMEM169"	"transmembrane protein 169"	"2"	"q35"	"NC_000002.11"	"UD_144478379710"	"25130"	"92691"	""
"TMEM170A"	"transmembrane protein 170A"	"16"	"q23.1"	"NC_000016.9"	"UD_144478379867"	"29577"	"124491"	""
"TMEM171"	"transmembrane protein 171"	"5"	"q13.2"	"NC_000005.9"	"UD_144478380312"	"27031"	"134285"	""
"TMEM173"	"transmembrane protein 173"	"5"	"q31.2"	"NG_034249.1"	"UD_144478380535"	"27962"	"340061"	"612374"
"TMEM174"	"transmembrane protein 174"	"5"	"q13.2"	"NC_000005.9"	"UD_144478380642"	"28187"	"134288"	"614909"
"TMEM175"	"transmembrane protein 175"	"4"	"p16.3"	"NC_000004.11"	"UD_144478380918"	"28709"	"84286"	""
"TMEM176A"	"transmembrane protein 176A"	"7"	"q36.1"	"NC_000007.13"	"UD_144478381301"	"24930"	"55365"	"610334"
"TMEM176B"	"transmembrane protein 176B"	"7"	"q36.1"	"NC_000007.13"	"UD_144478381478"	"29596"	"28959"	"610385"
"TMEM177"	"transmembrane protein 177"	"2"	"q14.2"	"NC_000002.11"	"UD_144478381697"	"28143"	"80775"	""
"TMEM178A"	"transmembrane protein 178A"	"2"	"p22.1"	"NC_000002.11"	"UD_144478381877"	"28517"	"130733"	""
"TMEM178B"	"transmembrane protein 178B"	"7"	"q34"	"NC_000007.13"	"UD_144478382056"	"44112"	"100507421"	""
"TMEM179"	"transmembrane protein 179"	"14"	"q32.33"	"NC_000014.8"	"UD_144478382285"	"20137"	"388021"	""
"TMEM179B"	"transmembrane protein 179B"	"11"	"q12.3"	"NC_000011.9"	"UD_144478382583"	"33744"	"374395"	""
"TMEM181"	"transmembrane protein 181"	"6"	"q25.3"	"NC_000006.11"	"UD_144478382767"	"20958"	"57583"	"613209"
"TMEM182"	"transmembrane protein 182"	"2"	"q12.1"	"NC_000002.11"	"UD_144478382952"	"26391"	"130827"	""
"TMEM183A"	"transmembrane protein 183A"	"1"	"q31.1"	"NC_000001.10"	"UD_144478383191"	"20173"	"92703"	""
"TMEM183B"	"transmembrane protein 183B"	"3"	"q25.1"	"NC_000003.11"	"UD_144478383398"	"33205"	"653659"	"611365"
"TMEM184B"	"transmembrane protein 184B"	"22"	"q12"	"NC_000022.10"	"UD_144478383560"	"1310"	"25829"	""
"TMEM184C"	"transmembrane protein 184C"	"4"	"q31.22"	"NC_000004.11"	"UD_144478384443"	"25587"	"55751"	"613937"
"TMEM185A"	"transmembrane protein 185A"	"X"	"q28"	"NG_016831.2"	"UD_144478384526"	"17125"	"84548"	"300031"
"TMEM185B"	"transmembrane protein 185B"	"2"	"q14.2"	"NC_000002.11"	"UD_144478384632"	"18896"	"79134"	""
"TMEM187"	"transmembrane protein 187"	"X"	"q28"	"NG_021222.1"	"UD_144478384722"	"13705"	"8269"	"300059"
"TMEM189"	"transmembrane protein 189"	"20"	"q13.13"	"NC_000020.10"	"UD_144478384858"	"16735"	"387521"	"610994"
"TMEM189-UBE2V1"	"TMEM189-UBE2V1 readthrough"	"20"	"q13.13"	"NC_000020.10"	"UD_144478385172"	"33521"	"387522"	""
"TMEM190"	"transmembrane protein 190"	"19"	"q13.42"	"NC_000019.9"	"UD_144478385827"	"29632"	"147744"	""
"TMEM191B"	"transmembrane protein 191B"	"22"	"q11.21"	"NC_000022.10"	"UD_144478386023"	"33600"	"728229"	""
"TMEM192"	"transmembrane protein 192"	"4"	"q32.3"	"NC_000004.11"	"UD_144478386192"	"26775"	"201931"	""
"TMEM196"	"transmembrane protein 196"	"7"	"p15.3"	"NC_000007.13"	"UD_144478386333"	"22431"	"256130"	""
"TMEM198"	"transmembrane protein 198"	"2"	"q35"	"NC_000002.11"	"UD_144478386557"	"33704"	"130612"	""
"TMEM199"	"transmembrane protein 199"	"17"	"q11.2"	"NC_000017.10"	"UD_144478386877"	"18085"	"147007"	""
"TMEM200A"	"transmembrane protein 200A"	"6"	"q23.1"	"NC_000006.11"	"UD_144478387072"	"21075"	"114801"	""
"TMEM200B"	"transmembrane protein 200B"	"1"	"p35"	"NC_000001.10"	"UD_144478387268"	"33785"	"399474"	""
"TMEM200C"	"transmembrane protein 200C"	"18"	"p11.31"	"NC_000018.9"	"UD_144478387353"	"37208"	"645369"	""
"TMEM201"	"transmembrane protein 201"	"1"	"p36.22"	"NC_000001.10"	"UD_144478387464"	"33719"	"199953"	""
"TMEM203"	"transmembrane protein 203"	"9"	"q34.3"	"NC_000009.11"	"UD_144478387570"	"28217"	"94107"	"616499"
"TMEM205"	"transmembrane protein 205"	"19"	"p13.2"	"NC_000019.9"	"UD_144478387734"	"29631"	"374882"	"613771"
"TMEM206"	"transmembrane protein 206"	"1"	"q32.3"	"NC_000001.10"	"UD_144478387889"	"25593"	"55248"	""
"TMEM208"	"transmembrane protein 208"	"16"	"q22.1"	"NC_000016.9"	"UD_144478388053"	"25015"	"29100"	""
"TMEM209"	"transmembrane protein 209"	"7"	"q32.2"	"NC_000007.13"	"UD_144478388326"	"21898"	"84928"	""
"TMEM211"	"transmembrane protein 211"	"22"	"q11.23"	"NC_000022.10"	"UD_144478388586"	"33725"	"255349"	""
"TMEM212"	"transmembrane protein 212"	"3"	"q26.31"	"NC_000003.11"	"UD_144478388794"	"34295"	"389177"	""
"TMEM213"	"transmembrane protein 213"	"7"	"q34"	"NC_000007.13"	"UD_144478388977"	"27220"	"155006"	""
"TMEM214"	"transmembrane protein 214"	"2"	"p23.3"	"NC_000002.11"	"UD_144478389136"	"25983"	"54867"	"615301"
"TMEM215"	"transmembrane protein 215"	"9"	"p21.1"	"NC_000009.11"	"UD_144478389244"	"33816"	"401498"	""
"TMEM216"	"transmembrane protein 216"	"11"	"q13.1"	"NG_032976.1"	"UD_144478389428"	"25018"	"51259"	"613277"
"TMEM217"	"transmembrane protein 217"	"6"	"p21.31-p21.2"	"NC_000006.11"	"UD_144478389614"	"21238"	"221468"	""
"TMEM218"	"transmembrane protein 218"	"11"	"q24.2"	"NC_000011.9"	"UD_144478390134"	"27344"	"219854"	""
"TMEM219"	"transmembrane protein 219"	"16"	"p11.2"	"NC_000016.9"	"UD_144478390897"	"25201"	"124446"	""
"TMEM220"	"transmembrane protein 220"	"17"	"p13.1"	"NC_000017.10"	"UD_144478391097"	"33757"	"388335"	""
"TMEM221"	"transmembrane protein 221"	"19"	"p13.11"	"NC_000019.9"	"UD_144478391424"	"21943"	"100130519"	""
"TMEM223"	"transmembrane protein 223"	"11"	"q12.3"	"NC_000011.9"	"UD_144478391716"	"28464"	"79064"	""
"TMEM225"	"transmembrane protein 225"	"11"	"q24.1"	"NC_000011.9"	"UD_144478391852"	"32390"	"338661"	""
"TMEM229A"	"transmembrane protein 229A"	"7"	"q31.32"	"NC_000007.13"	"UD_144478392021"	"37279"	"730130"	""
"TMEM230"	"transmembrane protein 230"	"20"	"p13"	"NC_000020.10"	"UD_144478392199"	"15876"	"29058"	""
"TMEM232"	"transmembrane protein 232"	"5"	"q22.1"	"NC_000005.9"	"UD_144478392790"	"37270"	"642987"	""
"TMEM233"	"transmembrane protein 233"	"12"	"q24.23"	"NC_000012.11"	"UD_144478393050"	"37219"	"387890"	""
"TMEM234"	"transmembrane protein 234"	"1"	"p36.11-p34.2"	"NC_000001.10"	"UD_144478393554"	"28837"	"56063"	""
"TMEM235"	"transmembrane protein 235"	"17"	"q25.3"	"NC_000017.10"	"UD_144478393936"	"27563"	"283999"	""
"TMEM237"	"transmembrane protein 237"	"2"	"q33"	"NG_032049.1"	"UD_144478394290"	"14432"	"65062"	"614423"
"TMEM238"	"transmembrane protein 238"	"19"	"q13.42"	"NC_000019.9"	"UD_144478394548"	"40042"	"388564"	""
"TMEM239"	"transmembrane protein 239"	"20"	"p13"	"NC_000020.10"	"UD_144478394653"	"40044"	"100288797"	""
"TMEM240"	"transmembrane protein 240"	"1"	"p36.33"	"NG_041807.1"	"UD_144478394802"	"25186"	"339453"	"616101"
"TMEM241"	"transmembrane protein 241"	"18"	"q11.2"	"NC_000018.9"	"UD_144478394939"	"31723"	"85019"	"615430"
"TMEM242"	"transmembrane protein 242"	"6"	"q25.3"	"NC_000006.11"	"UD_144478395313"	"17206"	"729515"	""
"TMEM246"	"transmembrane protein 246"	"9"	"q31.1"	"NC_000009.11"	"UD_144478396091"	"28180"	"84302"	""
"TMEM251"	"transmembrane protein 251"	"14"	"q32.12"	"NC_000014.8"	"UD_144478396553"	"20218"	"26175"	""
"TMEM252"	"transmembrane protein 252"	"9"	"q21.13"	"NC_000009.11"	"UD_144478396726"	"28537"	"169693"	""
"TMEM253"	"transmembrane protein 253"	"14"	"q11.2"	"NC_000014.8"	"UD_144478396934"	"32545"	"643382"	""
"TMF1"	"TATA element modulatory factor 1"	"3"	"p14.1"	"NC_000003.11"	"UD_144478397107"	"11870"	"7110"	"601126"
"TMIE"	"transmembrane inner ear"	"3"	"p21"	"NG_011628.1"	"UD_144478397378"	"30800"	"259236"	"607237"
"TMIGD1"	"transmembrane and immunoglobulin domain containing 1"	"17"	"q11.2"	"NC_000017.10"	"UD_144478397471"	"32431"	"388364"	""
"TMIGD2"	"transmembrane and immunoglobulin domain containing 2"	"19"	"p13.3"	"NC_000019.9"	"UD_144478397575"	"28324"	"126259"	"614715"
"TMLHE"	"trimethyllysine hydroxylase, epsilon"	"X"	"q28"	"NG_021318.1"	"UD_144478397739"	"18308"	"55217"	"300777"
"TMLHE-AS1"	"TMLHE antisense RNA 1"	"X"	"q28"	"NC_000023.10"	"UD_144478397915"	"44261"	"100507404"	""
"TMOD1"	"tropomodulin 1"	"9"	"q22"	"NC_000009.11"	"UD_144478398181"	"11871"	"7111"	"190930"
"TMOD2"	"tropomodulin 2 (neuronal)"	"15"	"q21.2"	"NC_000015.9"	"UD_144478398584"	"11872"	"29767"	"602928"
"TMOD3"	"tropomodulin 3 (ubiquitous)"	"15"	"q21.1-q21.2"	"NC_000015.9"	"UD_144478398774"	"11873"	"29766"	"605112"
"TMOD4"	"tropomodulin 4 (muscle)"	"1"	"q12"	"NC_000001.10"	"UD_144478398947"	"11874"	"29765"	"605834"
"TMPO"	"thymopoietin"	"12"	"q22"	"LRG_443"	"UD_144478399202"	"11875"	"7112"	"188380"
"TMPO-AS1"	"TMPO antisense RNA 1"	"12"	"q23.1"	"NC_000012.11"	"UD_144478399524"	"44158"	"100128191"	""
"TMPPE"	"transmembrane protein with metallophosphoesterase domain"	"3"	"p22.3"	"NC_000003.11"	"UD_144478399724"	"33865"	"643853"	""
"TMPRSS4"	"transmembrane protease, serine 4"	"11"	"q23.3"	"NG_011858.2"	"UD_144478399996"	"11878"	"56649"	"606565"
"TMPRSS4-AS1"	"TMPRSS4 antisense RNA 1"	"11"	"q23.3"	"NC_000011.9"	"UD_144478400354"	"44179"	"100526771"	""
"TMPRSS6"	"transmembrane protease, serine 6"	"22"	"q13.1"	"NG_012856.2"	"UD_144478400769"	"16517"	"164656"	"609862"
"TMPRSS7"	"transmembrane protease, serine 7"	"3"	"q13.2"	"NC_000003.11"	"UD_144478401045"	"30846"	"344805"	""
"TMPRSS9"	"transmembrane protease, serine 9"	"19"	"p13.3"	"NC_000019.9"	"UD_144478401228"	"30079"	"360200"	"610477"
"TMPRSS11A"	"transmembrane protease, serine 11A"	"4"	"q13.2"	"NC_000004.11"	"UD_144478401492"	"27954"	"339967"	"611704"
"TMPRSS11B"	"transmembrane protease, serine 11B"	"4"	"q13.2"	"NC_000004.11"	"UD_144478401573"	"25398"	"132724"	""
"TMPRSS11BNL"	"TMPRSS11B N-terminal like, pseudogene"	"4"	"q13.2"	"NC_000004.11"	"UD_144478401650"	"37262"	"401136"	""
"TMPRSS11D"	"transmembrane protease, serine 11D"	"4"	"q13.2"	"NC_000004.11"	"UD_144478401794"	"24059"	"9407"	"605369"
"TMPRSS11E"	"transmembrane protease, serine 11E"	"4"	"q13.2"	"NC_000004.11"	"UD_144478401882"	"24465"	"28983"	"610399"
"TMPRSS11F"	"transmembrane protease, serine 11F"	"4"	"q13.2"	"NC_000004.11"	"UD_144478402079"	"29994"	"389208"	""
"TMPRSS11GP"	"transmembrane protease, serine 11G, pseudogene"	"4"	"q13.2"	"NC_000004.11"	"UD_144478402161"	"42983"	"644759"	""
"TMPRSS12"	"transmembrane (C-terminal) protease, serine 12"	"12"	"q13.12"	"NC_000012.11"	"UD_144478402428"	"28779"	"283471"	""
"TMPRSS13"	"transmembrane protease, serine 13"	"11"	"q23"	"NG_030336.1"	"UD_144478402574"	"29808"	"84000"	"610050"
